Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Transcript count	Gene type
ENSG00000305691	5	782867	783795		1	lncRNA
ENSG00000288930	5	784825	786286		2	lncRNA
ENSG00000188818	5	795605	858973	ZDHHC11	12	protein_coding
ENSG00000247872	5	816346	817001	SPCS2P3	1	processed_pseudogene
ENSG00000028310	5	850291	892801	BRD9	19	protein_coding
ENSG00000071539	5	892884	919357	TRIP13	7	protein_coding
ENSG00000287600	5	896555	912587		3	lncRNA
ENSG00000248949	5	946284	957075		1	lncRNA
ENSG00000309288	5	956154	956961		1	lncRNA
ENSG00000302406	5	957627	960938		7	lncRNA
ENSG00000288763	5	962314	964868		12	lncRNA
ENSG00000250173	5	964261	981311		6	lncRNA
ENSG00000215246	5	965257	1004541	LINC02982	8	lncRNA
ENSG00000272347	5	1005039	1006623		1	lncRNA
ENSG00000145506	5	1008802	1038943	NKD2	5	protein_coding
ENSG00000113504	5	1050384	1112063	SLC12A7	6	protein_coding
ENSG00000263834	5	1062896	1062974	MIR4635	1	miRNA
ENSG00000301492	5	1110641	1115053		1	lncRNA
ENSG00000294107	5	1122448	1131292		7	lncRNA
ENSG00000294119	5	1128162	1132887		1	lncRNA
ENSG00000297662	5	1155243	1156719		1	lncRNA
ENSG00000295330	5	1159298	1161524		1	lncRNA
ENSG00000249201	5	1173141	1182901	TERLR1	11	lncRNA
ENSG00000297303	5	1178183	1179845		1	lncRNA
ENSG00000299796	5	1182915	1184288		1	lncRNA
ENSG00000302790	5	1185532	1193746		2	lncRNA
ENSG00000174358	5	1201595	1225111	SLC6A19	2	protein_coding
ENSG00000164363	5	1225381	1246189	SLC6A18	2	protein_coding
ENSG00000287486	5	1252006	1255976		1	lncRNA
ENSG00000164362	5	1253147	1295068	TERT	7	protein_coding
ENSG00000300381	5	1295139	1296787		1	lncRNA
ENSG00000263670	5	1309310	1309377	MIR4457	1	miRNA
ENSG00000305812	5	1314662	1316361		1	lncRNA
ENSG00000049656	5	1317752	1345099	CLPTM1L	16	protein_coding
ENSG00000286388	5	1345197	1350786		1	lncRNA
ENSG00000250584	5	1353896	1380107	LINC01511	7	lncRNA
ENSG00000248951	5	1370543	1370945	MTCO2P32	1	processed_pseudogene
ENSG00000279908	5	1383159	1386409		1	TEC
ENSG00000300645	5	1386174	1386420		1	lncRNA
ENSG00000142319	5	1392794	1445440	SLC6A3	6	protein_coding
ENSG00000153395	5	1456480	1524282	LPCAT1	6	protein_coding
ENSG00000299935	5	1493598	1495519		2	lncRNA
ENSG00000305166	5	1502303	1504734		1	lncRNA
ENSG00000273742	5	1510762	1510856	MIR6075	1	miRNA
ENSG00000291079	5	1541607	1634036	SDHAP3	177	lncRNA
ENSG00000294192	5	1548415	1558278		3	lncRNA
ENSG00000185986	5	1572222	1593289	SDHAP3	1	transcribed_unprocessed_pseudogene
ENSG00000271119	5	1594592	1611467	LINC03067	2	lncRNA
ENSG00000248126	5	1598127	1598247		1	unprocessed_pseudogene
ENSG00000188002	5	1598920	1633984	PDCD6P1	1	transcribed_unprocessed_pseudogene
ENSG00000294221	5	1613865	1617339		2	lncRNA
ENSG00000232615	5	1614836	1616334	PPP4R2P5	1	transcribed_processed_pseudogene
ENSG00000288549	5	1639621	1645511		6	lncRNA
ENSG00000303091	5	1681088	1725898		7	lncRNA
ENSG00000263746	5	1708785	1708868	MIR4277	1	miRNA
ENSG00000260066	5	1725149	1728172		1	lncRNA
ENSG00000294973	5	1748128	1762801		1	lncRNA
ENSG00000307196	5	1786442	1790848		5	lncRNA
ENSG00000171421	5	1798385	1801366	MRPL36	5	protein_coding
ENSG00000145494	5	1801407	1816048	NDUFS6	3	protein_coding
ENSG00000302871	5	1831885	1836304		3	lncRNA
ENSG00000302887	5	1834741	1836885		1	lncRNA
ENSG00000249966	5	1850950	1868091		30	lncRNA
ENSG00000306761	5	1851041	1852312		2	lncRNA
ENSG00000250417	5	1855929	1876738	LINC02116	3	lncRNA
ENSG00000279222	5	1858409	1859890		1	TEC
ENSG00000113430	5	1877413	1887236	IRX4	10	protein_coding
ENSG00000249116	5	1883309	1885421	IRX4-AS1	6	lncRNA
ENSG00000249326	5	1887332	1900493	CTD-2194D22.4	1	lncRNA
ENSG00000248994	5	1927877	2119926		44	lncRNA
ENSG00000288108	5	1931058	1933985		1	lncRNA
ENSG00000248597	5	1963346	1975382		2	lncRNA
ENSG00000297219	5	2040962	2045131		1	lncRNA
ENSG00000299256	5	2102711	2111313		1	lncRNA
ENSG00000299880	5	2124986	2126954		1	lncRNA
ENSG00000310427	5	2137266	2141331		1	lncRNA
ENSG00000300986	5	2179784	2181200		1	lncRNA
ENSG00000201026	5	2184710	2184820	Y_RNA	1	misc_RNA
ENSG00000275733	5	2261859	2262023		1	processed_pseudogene
ENSG00000299417	5	2266857	2278497		6	lncRNA
ENSG00000304180	5	2299705	2335065		8	lncRNA
ENSG00000295272	5	2558708	2559874		1	lncRNA
ENSG00000299315	5	2615217	2631936		1	lncRNA
ENSG00000298876	5	2659685	2662706		1	lncRNA
ENSG00000298239	5	2697083	2698805		4	lncRNA
ENSG00000281560	5	2712591	2715237	LSINCT5	1	lncRNA
ENSG00000259757	5	2736662	2737759		1	lncRNA
ENSG00000298225	5	2738753	2741691		1	lncRNA
ENSG00000298203	5	2743436	2747117		1	lncRNA
ENSG00000170561	5	2745845	2751677	IRX2	2	protein_coding
ENSG00000186493	5	2752131	2755397	IRX2-DT	7	lncRNA
ENSG00000289075	5	2756465	2758585		1	lncRNA
ENSG00000249541	5	2787451	2788549		1	processed_pseudogene
ENSG00000248137	5	2831021	2835139		1	lncRNA
ENSG00000307167	5	2840316	2851785		1	lncRNA
ENSG00000248736	5	2917858	2967955		6	lncRNA
ENSG00000304970	5	3036635	3043028		3	lncRNA
ENSG00000295848	5	3081001	3092661		1	lncRNA
ENSG00000306230	5	3163187	3177744		4	lncRNA
ENSG00000249808	5	3177792	3181489	LINC01377	3	lncRNA
ENSG00000302678	5	3343875	3346978		1	lncRNA
ENSG00000248118	5	3357264	3536102	LINC01019	9	lncRNA
ENSG00000309271	5	3422007	3423061		1	lncRNA
ENSG00000249830	5	3452816	3462326	LINC02162	6	lncRNA
ENSG00000309259	5	3504117	3513544		1	lncRNA
ENSG00000305607	5	3594201	3595693		1	lncRNA
ENSG00000170549	5	3595832	3601403	IRX1	1	protein_coding
ENSG00000259603	5	3596211	3600188		1	lncRNA
ENSG00000296494	5	3694518	3709890		1	lncRNA
ENSG00000288978	5	3778328	3788078		16	lncRNA
ENSG00000296168	5	4007788	4012384		1	lncRNA
ENSG00000248962	5	4012708	4013649		1	lncRNA
ENSG00000249994	5	4033713	4041764		1	lncRNA
ENSG00000306518	5	4082465	4088089		1	lncRNA
ENSG00000306872	5	4096149	4103310		2	lncRNA
ENSG00000306849	5	4100749	4144320		6	lncRNA
ENSG00000250921	5	4135638	4147429	LINC02063	2	lncRNA
ENSG00000299354	5	4172620	4198614		1	lncRNA
ENSG00000248973	5	4423511	4867407		48	lncRNA
ENSG00000260763	5	4436850	4440259		1	lncRNA
ENSG00000296948	5	4489247	4502369		1	lncRNA
ENSG00000231291	5	4512262	4531874		2	lncRNA
ENSG00000296967	5	4555298	4556397		1	lncRNA
ENSG00000251371	5	4640669	4648254		3	lncRNA
ENSG00000249521	5	4773435	4774865	LINC02114	3	lncRNA
ENSG00000249941	5	4866305	4874759		5	lncRNA
ENSG00000310199	5	4867739	4869270		2	lncRNA
ENSG00000251426	5	4967656	5049524		8	lncRNA
ENSG00000215231	5	4987789	5070314	LINC01020	17	lncRNA
ENSG00000250529	5	5068559	5078495	LINC02121	4	lncRNA
ENSG00000223007	5	5126046	5126337	RN7SKP73	1	misc_RNA
ENSG00000250579	5	5132084	5140808	ADAMTS16-DT	11	lncRNA
ENSG00000145536	5	5140330	5320304	ADAMTS16	4	protein_coding
ENSG00000250866	5	5142138	5176214		1	lncRNA
ENSG00000286753	5	5314303	5422407		14	lncRNA
ENSG00000251568	5	5375723	5376836	ALG3P1	1	processed_pseudogene
ENSG00000248729	5	5395378	5395957	MTCO1P30	1	processed_pseudogene
ENSG00000250808	5	5395972	5396335	MTCO2P30	1	processed_pseudogene
ENSG00000251476	5	5396477	5396968	MTCO1P31	1	processed_pseudogene
ENSG00000164151	5	5420664	5490220	ICE1	3	protein_coding
ENSG00000299226	5	5534736	5541249		1	lncRNA
ENSG00000307785	5	5554319	5560645		1	lncRNA
ENSG00000303674	5	5573664	5606021		4	lncRNA
ENSG00000303660	5	5584177	5619207		1	lncRNA
ENSG00000303812	5	5650498	5666291		1	lncRNA
ENSG00000286986	5	5688415	5699629		3	lncRNA
ENSG00000301190	5	5800497	5829791		3	lncRNA
ENSG00000296544	5	5932009	5933014		2	lncRNA
ENSG00000261037	5	6019029	6022283		1	lncRNA
ENSG00000259861	5	6029739	6030845		2	lncRNA
ENSG00000278913	5	6134303	6137171		1	TEC
ENSG00000301601	5	6134319	6136297		1	lncRNA
ENSG00000294384	5	6201851	6286607		1	lncRNA
ENSG00000250730	5	6289857	6290624	HMGB3P3	1	processed_pseudogene
ENSG00000250490	5	6310441	6339884	LINC02145	2	lncRNA
ENSG00000302884	5	6321295	6327213		3	lncRNA
ENSG00000308318	5	6360124	6362597		1	lncRNA
ENSG00000133398	5	6371874	6378571	MED10	3	protein_coding
ENSG00000287031	5	6378674	6416101		7	lncRNA
ENSG00000215218	5	6448859	6496723	UBE2QL1	1	protein_coding
ENSG00000271230	5	6532891	6533200		1	processed_pseudogene
ENSG00000250056	5	6582135	6613722	LINC01018	44	lncRNA
ENSG00000037474	5	6599239	6633291	NSUN2	9	protein_coding
ENSG00000145545	5	6633290	6676539	SRD5A1	4	protein_coding
ENSG00000248677	5	6686321	6707711	LINC02102	13	lncRNA
ENSG00000112941	5	6713432	6757044	TENT4A	7	protein_coding
ENSG00000301497	5	6757729	6765061		4	lncRNA
ENSG00000251365	5	6765885	6833120	LINC02236	31	lncRNA
ENSG00000272071	5	6779458	6779998		1	lncRNA
ENSG00000283420	5	6827853	6827921	MIR4278	1	miRNA
ENSG00000250974	5	6839460	7219291	LINC02196	17	lncRNA
ENSG00000200243	5	6848127	6848462	RN7SKP79	1	misc_RNA
ENSG00000212258	5	7047227	7047336	RNA5SP176	1	rRNA_pseudogene
ENSG00000287790	5	7065091	7079256		5	lncRNA
ENSG00000308577	5	7083048	7250771		5	lncRNA
ENSG00000286254	5	7226156	7229357		1	lncRNA
ENSG00000308594	5	7227621	7245981		3	lncRNA
ENSG00000237611	5	7239781	7240018	Metazoa_SRP	1	misc_RNA
ENSG00000297190	5	7266032	7273915		6	lncRNA
ENSG00000285689	5	7272792	7276923		1	lncRNA
ENSG00000248775	5	7287924	7288477		1	processed_pseudogene
ENSG00000223597	5	7289644	7391907	LINC02142	27	lncRNA
ENSG00000251250	5	7290823	7296345		1	transcribed_unprocessed_pseudogene
ENSG00000205976	5	7299774	7306592		1	unprocessed_pseudogene
ENSG00000250668	5	7346986	7348699	LINC02123	5	lncRNA
ENSG00000249865	5	7362925	7373094		22	lncRNA
ENSG00000078295	5	7396138	7830081	ADCY2	8	protein_coding
ENSG00000305555	5	7655748	7662801		1	lncRNA
ENSG00000250761	5	7707802	7749766		1	lncRNA
ENSG00000215217	5	7830378	7851151	CFAP90	2	protein_coding
ENSG00000124275	5	7851186	7906025	MTRR	25	protein_coding
ENSG00000124279	5	7859159	7869037	FASTKD3	8	protein_coding
ENSG00000251168	5	7924292	7925398		1	lncRNA
ENSG00000199773	5	7980146	7980304	RNU1-76P	1	snRNA
ENSG00000294393	5	7995971	8057484		1	lncRNA
ENSG00000287947	5	8012377	8014804		1	lncRNA
ENSG00000308020	5	8060988	8173512		1	lncRNA
ENSG00000308041	5	8066903	8070190		1	lncRNA
ENSG00000280338	5	8080186	8080761		1	TEC
ENSG00000280251	5	8143618	8143784		1	TEC
ENSG00000249486	5	8157541	8157788		1	unprocessed_pseudogene
ENSG00000245729	5	8192302	8457605	LINC02226	21	lncRNA
ENSG00000310176	5	8333335	8356767		1	lncRNA
ENSG00000251549	5	8410789	8410996		1	unprocessed_pseudogene
ENSG00000247516	5	8450701	8486930	MIR4458HG	14	lncRNA
ENSG00000250037	5	8455946	8456558		1	unprocessed_pseudogene
ENSG00000279075	5	8458842	8459183		1	TEC
ENSG00000284000	5	8460925	8460999	MIR4458	1	miRNA
ENSG00000302278	5	8516604	8522551		1	lncRNA
ENSG00000249782	5	8525143	8561683		5	lncRNA
ENSG00000279097	5	8572047	8572206		1	TEC
ENSG00000279264	5	8614356	8614696		1	TEC
ENSG00000250389	5	8618581	8619104	MTND6P2	1	processed_pseudogene
ENSG00000248765	5	8619178	8620310	MTCYBP37	1	processed_pseudogene
ENSG00000279002	5	8659764	8660059		1	TEC
ENSG00000280373	5	8669018	8669250		1	TEC
ENSG00000279125	5	8685581	8685816		1	TEC
ENSG00000280438	5	8717684	8717883		1	TEC
ENSG00000278877	5	8754869	8755159		1	TEC
ENSG00000303606	5	8757969	8843960		3	lncRNA
ENSG00000260981	5	8785042	8785468		1	lncRNA
ENSG00000280185	5	8793875	8794197		1	TEC
ENSG00000250198	5	8827930	8898115	LINC02199	14	lncRNA
ENSG00000303633	5	8892994	8910791		3	lncRNA
ENSG00000279635	5	8980404	8980659		1	TEC
ENSG00000250619	5	9001774	9045940		1	lncRNA
ENSG00000112902	5	9035033	9546075	SEMA5A	5	protein_coding
ENSG00000266415	5	9053816	9053895	MIR4636	1	miRNA
ENSG00000310125	5	9183267	9186402		1	lncRNA
ENSG00000248537	5	9363275	9422481		1	lncRNA
ENSG00000279698	5	9498401	9498775		1	TEC
ENSG00000251370	5	9511333	9518086	SEMA5A-AS1	1	lncRNA
ENSG00000250001	5	9519853	9523178		1	lncRNA
ENSG00000250786	5	9545647	9597347	SNHG18	26	lncRNA
ENSG00000239112	5	9548836	9548905	SNORD123	1	snoRNA
ENSG00000305019	5	9599023	9601504		1	lncRNA
ENSG00000248525	5	9621377	9658458		1	lncRNA
ENSG00000169777	5	9627347	9712378	TAS2R1	3	protein_coding
ENSG00000249781	5	9641305	9903869	LINC02112	9	lncRNA
ENSG00000222054	5	9760907	9761013	RNA5SP177	1	rRNA_pseudogene
ENSG00000286556	5	9789295	9812664		1	lncRNA
ENSG00000250814	5	9836137	9899970	LINC02221	8	lncRNA
ENSG00000307008	5	9931879	9964940		1	lncRNA
ENSG00000271530	6	95124	95454	WBP1LP12	1	processed_pseudogene
ENSG00000220212	6	105919	106856	OR4F1P	1	unprocessed_pseudogene
ENSG00000293023	6	108601	148164		6	lncRNA
ENSG00000217929	6	142272	145083	SEPTIN14P6	1	transcribed_processed_pseudogene
ENSG00000218577	6	167607	170631	ANKRD18FP	1	transcribed_unprocessed_pseudogene
ENSG00000294081	6	169231	170614		1	lncRNA
ENSG00000263667	6	176645	205519	LINC03066	7	lncRNA
ENSG00000285578	6	179289	187746		6	lncRNA
ENSG00000205653	6	203313	206392		2	lncRNA
ENSG00000306719	6	214432	224119		1	lncRNA
ENSG00000287265	6	285443	292648		4	lncRNA
ENSG00000112679	6	291630	351355	DUSP22	16	protein_coding
ENSG00000303358	6	360743	387374		3	lncRNA
ENSG00000300108	6	389634	392382		3	lncRNA
ENSG00000137265	6	391739	411443	IRF4	8	protein_coding
ENSG00000297823	6	424699	425592		1	lncRNA
ENSG00000286364	6	453391	477829		1	lncRNA
ENSG00000112685	6	485154	693139	EXOC2	3	protein_coding
ENSG00000230433	6	524171	525581		1	lncRNA
ENSG00000188996	6	655939	657100	HUS1B	1	protein_coding
ENSG00000219712	6	669081	670307	MARK2P18	1	processed_pseudogene
ENSG00000271727	6	692382	834289		31	lncRNA
ENSG00000272463	6	708592	711811		1	lncRNA
ENSG00000287293	6	729052	760936		2	lncRNA
ENSG00000272485	6	774747	780215		1	lncRNA
ENSG00000276687	6	905445	909473		3	lncRNA
ENSG00000286785	6	936182	1101422	LINC01622	20	lncRNA
ENSG00000297725	6	940796	941223		1	lncRNA
ENSG00000270937	6	1026494	1027225		1	lncRNA
ENSG00000297704	6	1035302	1061398		1	lncRNA
ENSG00000176515	6	1079929	1104946		1	lncRNA
ENSG00000305781	6	1109642	1131758		5	lncRNA
ENSG00000286324	6	1111318	1129110		3	lncRNA
ENSG00000305811	6	1124107	1124921		1	lncRNA
ENSG00000289842	6	1135516	1228690		9	lncRNA
ENSG00000303904	6	1309392	1311805		2	lncRNA
ENSG00000164379	6	1312098	1314758	FOXQ1	1	protein_coding
ENSG00000281809	6	1321696	1391080	LINC01394	12	lncRNA
ENSG00000294194	6	1335756	1338037		1	lncRNA
ENSG00000261730	6	1383790	1385066	FOXF2-DT	1	lncRNA
ENSG00000137273	6	1389576	1395603	FOXF2	1	protein_coding
ENSG00000275859	6	1390314	1390411	MIR6720	1	miRNA
ENSG00000272279	6	1418833	1555259		30	lncRNA
ENSG00000305114	6	1479465	1529321		10	lncRNA
ENSG00000243439	6	1507322	1507598	RN7SL352P	1	misc_RNA
ENSG00000218027	6	1513698	1515289	ELF2P2	1	transcribed_processed_pseudogene
ENSG00000306564	6	1555287	1555690		1	lncRNA
ENSG00000295230	6	1558858	1585880		2	lncRNA
ENSG00000280916	6	1593368	1607358	FOXCUT	7	lncRNA
ENSG00000309453	6	1593770	1595199		1	lncRNA
ENSG00000309470	6	1604041	1605356		1	lncRNA
ENSG00000296855	6	1607882	1608480		1	lncRNA
ENSG00000054598	6	1609915	1613897	FOXC1	1	protein_coding
ENSG00000297192	6	1614133	1668090		3	lncRNA
ENSG00000297207	6	1617285	1620757		6	lncRNA
ENSG00000112699	6	1623806	2245605	GMDS	10	protein_coding
ENSG00000285603	6	2227722	2233177		4	lncRNA
ENSG00000250903	6	2245231	2525976	GMDS-DT	75	lncRNA
ENSG00000236086	6	2341450	2341711	HMGN2P28	1	processed_pseudogene
ENSG00000286512	6	2353427	2386110		1	lncRNA
ENSG00000300829	6	2489676	2502481		2	lncRNA
ENSG00000300849	6	2495863	2506647		4	lncRNA
ENSG00000287903	6	2503797	2528665		3	lncRNA
ENSG00000280423	6	2561947	2564143		1	TEC
ENSG00000164385	6	2562085	2634734	LINC01600	11	lncRNA
ENSG00000228718	6	2617093	2651897	LINC02521	19	lncRNA
ENSG00000145949	6	2663629	2770330	MYLK4	4	protein_coding
ENSG00000309645	6	2687729	2697680		1	lncRNA
ENSG00000305642	6	2761820	2763020		1	lncRNA
ENSG00000124535	6	2765393	2786952	WRNIP1	5	protein_coding
ENSG00000302468	6	2790368	2809915		4	lncRNA
ENSG00000302496	6	2817787	2821727		1	lncRNA
ENSG00000021355	6	2832332	2841959	SERPINB1	5	protein_coding
ENSG00000302483	6	2840683	2857864		3	lncRNA
ENSG00000230438	6	2851230	2886183	SERPINB9P1	50	lncRNA
ENSG00000266750	6	2854031	2854107	MIR4645	1	miRNA
ENSG00000302508	6	2855235	2855939		1	lncRNA
ENSG00000170542	6	2887173	2903309	SERPINB9	2	protein_coding
ENSG00000297560	6	2903380	2904413		2	lncRNA
ENSG00000232999	6	2910613	2912113		1	unprocessed_pseudogene
ENSG00000228365	6	2916726	2941421		10	lncRNA
ENSG00000124570	6	2948159	2972165	SERPINB6	25	protein_coding
ENSG00000244041	6	2987967	2991173	LINC01011	4	lncRNA
ENSG00000124588	6	2987987	3019755	NQO2	9	protein_coding
ENSG00000224846	6	2989332	2999745	NQO2-AS1	8	lncRNA
ENSG00000271361	6	3023142	3023772	HTATSF1P2	1	processed_pseudogene
ENSG00000288612	6	3023472	3027426		2	lncRNA
ENSG00000294111	6	3028460	3029116		1	lncRNA
ENSG00000274855	6	3033183	3033288		1	processed_pseudogene
ENSG00000232654	6	3045384	3045800	FAM136BP	1	processed_pseudogene
ENSG00000217707	6	3048835	3049211	SERPINB8P1	1	unprocessed_pseudogene
ENSG00000299353	6	3050894	3055821		5	lncRNA
ENSG00000229282	6	3055849	3057357		2	lncRNA
ENSG00000137275	6	3063824	3115187	RIPK1	19	protein_coding
ENSG00000272277	6	3068044	3068894		1	lncRNA
ENSG00000307289	6	3069027	3070065		1	lncRNA
ENSG00000222248	6	3088686	3088809	RNA5SP201	1	rRNA_pseudogene
ENSG00000137274	6	3118374	3153599	BPHL	12	protein_coding
ENSG00000228170	6	3138394	3153062		1	lncRNA
ENSG00000137267	6	3153497	3157544	TUBB2A	6	protein_coding
ENSG00000309609	6	3153666	3177419		4	lncRNA
ENSG00000309627	6	3157642	3158722		1	lncRNA
ENSG00000216819	6	3177044	3179764	TUBB2BP1	1	unprocessed_pseudogene
ENSG00000230269	6	3182626	3195784	LINC02525	4	lncRNA
ENSG00000137285	6	3223324	3231730	TUBB2B	5	protein_coding
ENSG00000288840	6	3227904	3230712		1	lncRNA
ENSG00000180822	6	3231403	3303373	PSMG4	10	protein_coding
ENSG00000297939	6	3244726	3247377		1	lncRNA
ENSG00000137266	6	3268962	3457050	SLC22A23	12	protein_coding
ENSG00000272320	6	3311662	3313650		1	lncRNA
ENSG00000305437	6	3410794	3417417		1	lncRNA
ENSG00000298336	6	3455671	3469355		11	lncRNA
ENSG00000298949	6	3513143	3519479		1	lncRNA
ENSG00000301694	6	3568405	3571631		6	lncRNA
ENSG00000228793	6	3585101	3720115		46	lncRNA
ENSG00000306412	6	3612989	3617268		1	lncRNA
ENSG00000306399	6	3625726	3644296		1	lncRNA
ENSG00000270477	6	3693923	3694075	TOMM5P1	1	processed_pseudogene
ENSG00000168994	6	3722614	3751713	PXDC1	4	protein_coding
ENSG00000270504	6	3751111	3753907		2	lncRNA
ENSG00000219992	6	3754099	3754840		1	processed_pseudogene
ENSG00000299338	6	3754414	3757425		1	lncRNA
ENSG00000309305	6	3772567	3773075		1	lncRNA
ENSG00000301545	6	3777594	3789351		3	lncRNA
ENSG00000233068	6	3831847	3901742		14	lncRNA
ENSG00000301665	6	3834986	3876375		17	lncRNA
ENSG00000145945	6	3849373	3851320	FAM50B	2	protein_coding
ENSG00000260604	6	3893029	3913718		11	lncRNA
ENSG00000218472	6	3913922	3914292	RPS25P7	1	processed_pseudogene
ENSG00000217135	6	3921847	3922146		1	processed_pseudogene
ENSG00000230648	6	3925317	4021709		25	lncRNA
ENSG00000217566	6	3941282	3941801	CRIPTOP4	1	processed_pseudogene
ENSG00000216657	6	3978062	3979099	GLRX3P2	1	processed_pseudogene
ENSG00000279926	6	3982673	3984130		1	TEC
ENSG00000272248	6	4018358	4019204		3	lncRNA
ENSG00000112739	6	4021267	4064983	PRP4K	9	protein_coding
ENSG00000145975	6	4049434	4087344	FAM217A	8	protein_coding
ENSG00000293447	6	4079209	4130951	TEX56P	7	lncRNA
ENSG00000185689	6	4087534	4122032	TEX56P	1	transcribed_unitary_pseudogene
ENSG00000305088	6	4091030	4092424		1	lncRNA
ENSG00000198721	6	4115693	4135597	ECI2	11	protein_coding
ENSG00000234817	6	4135082	4274701	ECI2-DT	13	lncRNA
ENSG00000237716	6	4185479	4189496		6	lncRNA
ENSG00000216307	6	4189116	4189806	NAA40P1	1	transcribed_processed_pseudogene
ENSG00000303554	6	4273200	4295513		1	lncRNA
ENSG00000284823	6	4304942	4724943		31	lncRNA
ENSG00000231811	6	4341751	4347162		5	lncRNA
ENSG00000299275	6	4358270	4358585		1	lncRNA
ENSG00000299615	6	4358925	4359313		1	lncRNA
ENSG00000287761	6	4381211	4384277		1	lncRNA
ENSG00000303172	6	4398763	4402850		1	lncRNA
ENSG00000201185	6	4427963	4428081	RNA5SP202	1	rRNA_pseudogene
ENSG00000285694	6	4447099	4473774		5	lncRNA
ENSG00000307665	6	4459446	4462033		1	lncRNA
ENSG00000307681	6	4463509	4464914		1	lncRNA
ENSG00000260239	6	4488720	4509528	LINC02533	33	lncRNA
ENSG00000270695	6	4529722	4530008		1	processed_pseudogene
ENSG00000260673	6	4599287	4602420		1	lncRNA
ENSG00000307643	6	4609844	4613630		1	lncRNA
ENSG00000205444	6	4610539	4611919	KU-MEL-3	1	lncRNA
ENSG00000307626	6	4656532	4661016		1	lncRNA
ENSG00000307613	6	4688097	4703932		1	lncRNA
ENSG00000217385	6	4702463	4703779	PSMC1P11	1	transcribed_processed_pseudogene
ENSG00000153046	6	4706159	4955551	CDYL	9	protein_coding
ENSG00000236336	6	4774526	4775462	CDYL-AS1	2	lncRNA
ENSG00000217030	6	4979072	4979494	RPS18P8	1	processed_pseudogene
ENSG00000124787	6	4994717	5004063	RPP40	7	protein_coding
ENSG00000272142	6	5003774	5045951	LYRM4-AS1	23	lncRNA
ENSG00000271978	6	5031756	5054423		3	lncRNA
ENSG00000220685	6	5065795	5066982	TFB2MP1	1	processed_pseudogene
ENSG00000288548	6	5072601	5080996		2	lncRNA
ENSG00000219607	6	5085341	5089487	PPP1R3G	1	protein_coding
ENSG00000214113	6	5103629	5260950	LYRM4	9	protein_coding
ENSG00000265083	6	5148233	5148322	MIR3691	1	miRNA
ENSG00000299871	6	5212762	5232540		2	lncRNA
ENSG00000145982	6	5261044	5829192	FARS2	5	protein_coding
ENSG00000220446	6	5291030	5291388		1	processed_pseudogene
ENSG00000269985	6	5451679	5458206	FARS2-AS1	7	lncRNA
ENSG00000218574	6	5609227	5610195	HNRNPA1P37	1	processed_pseudogene
ENSG00000270174	6	5664985	5695272		1	lncRNA
ENSG00000299957	6	5668017	5670015		1	lncRNA
ENSG00000299939	6	5700951	5703947		1	lncRNA
ENSG00000217239	6	5788346	5788699	RPL34P16	1	processed_pseudogene
ENSG00000305245	6	5814558	5832059		1	lncRNA
ENSG00000216360	6	5817421	5818366		1	processed_pseudogene
